,Date,Notice_title,Reference_no.,OCID,Published_by,Deadline_date,Notice_type,Url
416,08-08-2022,Annan Academy Electrical Rewire Phase 5,AUG455816,ocds-r6ebe6-0000702751,Dumfries and Galloway Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455816
417,08-08-2022,Buchanan Bus Station Water Supplies Improvement Works – Design Consultancy,AUG455815,ocds-r6ebe6-0000701690,Strathclyde Partnership for Transport,23-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455815
418,08-08-2022,Chlorine Dioxide (Domestic Water) Dosing Plant Maintenance,AUG455805,ocds-r6ebe6-0000677240,NHS Greater Glasgow and Clyde,,03 Contract Award Notice - Incomplete Procedure,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455805
419,08-08-2022,Reservoir Maintenance 22 - 23,AUG455804,ocds-r6ebe6-0000702218,Angus Council,09-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455804
420,08-08-2022,PGSCC - Multi-Disciplinary Design Team,AUG455795,ocds-r6ebe6-0000666155,Renfrewshire Council,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455795
421,08-08-2022,Harlaw Transport Depot Birdnetting Works,AUG455789,ocds-r6ebe6-0000702744,Aberdeenshire Council,29-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455789
422,08-08-2022,Provision of Housekeeping Staff for Eye Centre Outpatient Clinics and Eye Centre Theatres,AUG455783,ocds-r6ebe6-0000675476,NHS Golden Jubilee,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455783
423,08-08-2022,24/7 Supported Accommodation & Housing Support: On Site Care Provider,AUG455782,ocds-r6ebe6-0000688191,East Ayrshire Council,,21 Social and other Specific Services - Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455782
424,08-08-2022,"Supply and Delivery of Material Handler, including Maintenance and Repair Contract",AUG455781,ocds-r6ebe6-0000696521,Tayside Contracts,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455781
425,08-08-2022,"CWRR New River Clyde Bridge, Steel Dolphin, associated furniture and walkway works.",AUG455780,ocds-r6ebe6-0000702732,Graham Construction Ltd,26-Aug-22,Sub-Contract Opportunity,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455780
426,08-08-2022,Award of 714_1044 - Hyndlee Bridge deck replacement,AUG455778,ocds-r6ebe6-0000699495,Forestry and Land Scotland,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455778
427,08-08-2022,Insurance and Related Services 2022,AUG455775,ocds-r6ebe6-0000702177,"Harbour Homes Scotland Limited, formerly Port of Leith Housing Association Ltd",07-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455775
428,08-08-2022,Measured Term Contract for the Provision of Glazed Screens to communal stairwells to 3 and 4 storey flats,AUG455773,ocds-r6ebe6-0000702721,South Ayrshire Council,05-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455773
429,08-08-2022,Award of Life Assessment of MPV Minna & MRV Scotia (MS-P-0183),AUG455768,ocds-r6ebe6-0000697344,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455768
430,08-08-2022,Award of Calibration of Omega Gauges (MS-P-0079),AUG455767,ocds-r6ebe6-0000695760,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455767
431,08-08-2022,Award of SG Server and Infrastructure Maintenance Framework - Marine Scotland Science,AUG455765,ocds-r6ebe6-0000696994,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455765
432,08-08-2022,Recovery & Deployment of Moorings for Marine Mammal Survey,AUG455764,ocds-r6ebe6-0000695288,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455764
433,08-08-2022,Recovery & Deployment of Moorings for Marine Mammal Survey,AUG455763,ocds-r6ebe6-0000695288,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455763
434,08-08-2022,Award of Maintenance Support Contract 24/7 365 4 Hour On Site Support,AUG455759,ocds-r6ebe6-0000694394,NHS Fife,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455759
435,08-08-2022,Award of Review of mCRM and tool developed (MS-P-0179),AUG455756,ocds-r6ebe6-0000695756,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455756
436,08-08-2022,Award of Hire of Welfare Units (MS-P-0163),AUG455755,ocds-r6ebe6-0000686770,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455755
437,08-08-2022,"Charter for Mackerel Egg Survey in North Biscay, Celtic Sea, West of Ireland and Scotland",AUG455754,ocds-r6ebe6-0000678432,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455754
438,08-08-2022,Aircraft Tender for the Aerial Survey of Grey Seal Breeding Colonies,AUG455753,ocds-r6ebe6-0000702700,University of St Andrews,24-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455753
439,08-08-2022,Gottar Water Flood Prevention,AUG455752,ocds-r6ebe6-0000702692,Inverclyde Council,16-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455752
440,08-08-2022,"RSPB Mersehead, Dumfries - Roofworks & Demolition",AUG455751,ocds-r6ebe6-0000702666,RSPB Scotland,02-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455751
441,08-08-2022,CRF/2022/010 - Scottish Pubs Code for tied pubs: impact assessment.,AUG455750,ocds-r6ebe6-0000702670,Scottish Government,12-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455750
442,08-08-2022,Award of Provision of Pay on Foot Solutions for Multi Storey Car Parks,AUG455749,ocds-r6ebe6-0000695268,Aberdeen City Council,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455749
443,08-08-2022,Award of Frequency Converters for MPV Hirta (MS-P-0091),AUG455748,ocds-r6ebe6-0000659667,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455748
444,08-08-2022,Award of Interim Professional Staffing - HR Help Analyst,AUG455746,ocds-r6ebe6-0000702474,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455746
445,08-08-2022,Residual Waste Treatment,AUG455744,ocds-r6ebe6-0000686362,Falkirk Council,07-Oct-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455744
446,08-08-2022,Framework Agreement for supply and delivery of UPVC and Composite doorsets,AUG455743,ocds-r6ebe6-0000701649,North Ayrshire Council,09-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455743
447,08-08-2022,Legal services provision,AUG455742,ocds-r6ebe6-0000684936,Audit Scotland,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455742
448,08-08-2022,Zonecard Revenue Allocation,AUG455737,ocds-r6ebe6-0000702668,Strathclyde Partnership for Transport,,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455737
449,08-08-2022,Framework Agreement for the Provision of GIS Marine Data for Scotland,AUG455736,ocds-r6ebe6-0000684032,Scottish Government,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455736
450,08-08-2022,CRF/2022/9 - Review of the Human Health and Environmental Impacts of Non Methane Volatile Organic Compound Emissions from Malt Whisky Maturation in Scotland,AUG455735,ocds-r6ebe6-0000702663,Scottish Government,05-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455735
451,08-08-2022,Exhaust Mounts for MPV Jura,AUG455734,ocds-r6ebe6-0000701929,Scottish Government,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455734
452,08-08-2022,Award of Provision of Media Auto Preparator & Servicing,AUG455733,ocds-r6ebe6-0000697580,Scottish Government,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455733
453,05-08-2022,Award of CWAS Further Competition - ACUA Ref: CWAS -315-2021 - XLPY Redevelopment at Parliament H...,AUG455722,ocds-r6ebe6-0000682829,Scottish Courts and Tribunals Service,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455722
454,05-08-2022,Life and Limb (Construction Risk) Industry Expertise Framework,AUG455719,ocds-r6ebe6-0000702625,The City of Edinburgh Council,08-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455719
455,05-08-2022,PAS2035 Retrofit Works (Housing Investment and Regeneration Programmes),AUG455716,ocds-r6ebe6-0000677908,Renfrewshire Council,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455716
456,05-08-2022,15nr Sheltered Housing Complexes - Upgrading of Warden Call Systems,AUG455711,ocds-r6ebe6-0000702299,North Lanarkshire Council,09-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455711
457,05-08-2022,Wastewater Monitoring Biostatistical Analysis,AUG455710,ocds-r6ebe6-0000702609,Scottish Government,05-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455710
458,05-08-2022,18743 - Inverbervie Sports Centre - Replacement Artificial Pitch,AUG455707,ocds-r6ebe6-0000702618,Aberdeenshire Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455707
459,05-08-2022,AD-HOC CLEANING AND RELATED SOFT FM SERVICES - University of Aberdeen,AUG455706,ocds-r6ebe6-0000692481,University of Aberdeen,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455706
460,05-08-2022,2350 - Autoclave Servicing,AUG455698,ocds-r6ebe6-0000702610,Centre for Process Innovation Limited,22-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455698
461,05-08-2022,Water Analysis,AUG455697,ocds-r6ebe6-0000702555,Argyll and Bute Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455697
462,05-08-2022,Stairlifts,AUG455696,ocds-r6ebe6-0000702616,The Wheatley Housing Group Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455696
463,05-08-2022,Supply and Delivery of Personal Protective Equipment,AUG455693,ocds-r6ebe6-0000702567,Tayside Contracts,09-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455693
464,05-08-2022,"SUPPLY AND DELIVERY OF TGUs, DGUs AND GLASS ASSOCIATED PRODUCTS",AUG455692,ocds-r6ebe6-0000702550,City Building (Glasgow) LLP,,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455692
465,05-08-2022,Framework for the provision of legal services in support of ScotRail’s New Trains Procurement Programme,AUG455691,ocds-r6ebe6-0000702069,ScotRail Trains Limited (Utilities),02-Sep-22,05 Contract Notice (Utilities),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455691
466,05-08-2022,Agency Allied health Professionals & Other Clinical Professions,AUG455690,ocds-r6ebe6-0000699879,"The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",,20 Modification Notice (Concessions),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455690
467,05-08-2022,PROC-22-1723 - Provision of Professional Services to Support Estates Demand Management Project,AUG455687,ocds-r6ebe6-0000702602,Scottish Police Authority,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455687
468,05-08-2022,Award of Refurbishment works within the A&E department of the Adults building – QEUH,AUG455667,ocds-r6ebe6-0000696097,NHS Greater Glasgow and Clyde,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455667
469,05-08-2022,BEMS (Building Energy Management System) Servicing & Maintenance,AUG455662,ocds-r6ebe6-0000702031,North Lanarkshire Council,09-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455662
470,05-08-2022,XpoNorth Digital,AUG455661,ocds-r6ebe6-0000684084,Highlands and Islands Enterprise,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455661
471,05-08-2022,PKC10556 Website Content Management System,AUG455657,ocds-r6ebe6-0000702344,Perth & Kinross Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455657
472,05-08-2022,Echocardiography Machine - University of Aberdeen,AUG455655,ocds-r6ebe6-0000683997,University of Aberdeen,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455655
473,05-08-2022,Award of Project for Replacement of HVAC Infrastructure at the Biological Procedures Unit (BPU) (...,AUG455648,ocds-r6ebe6-0000689150,University of Strathclyde,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455648
474,05-08-2022,"Design, Creative & Associated Services - University of Aberdeen",AUG455647,ocds-r6ebe6-0000702471,University of Aberdeen,05-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455647
475,05-08-2022,"PS-22-99 - St Marnock Square, Kilmarnock - Landscaping, Utilities and Lighting Upgrade",AUG455645,ocds-r6ebe6-0000702489,East Ayrshire Council,09-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455645
476,05-08-2022,West of Scotland Housing Association - Print & Mailing Tender,AUG455637,ocds-r6ebe6-0000691836,West of Scotland Housing Association Ltd,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455637
477,05-08-2022,Minimatic RCV Conversion,AUG455636,ocds-r6ebe6-0000702533,North Lanarkshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455636
478,05-08-2022,SCREED ROAD MARKINGS AND ROAD STUDS – ABERDEENSHIRE AREA 2022/2023,AUG455635,ocds-r6ebe6-0000698496,Aberdeenshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455635
479,05-08-2022,Polvanie View - Remedial Works,AUG455634,ocds-r6ebe6-0000702527,Caledonia Housing Association,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455634
480,05-08-2022,Peatland ACTION - Feasibility Study - FS73 - Reay Forest - Sutherland,AUG455632,ocds-r6ebe6-0000702484,Scottish Natural Heritage,02-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455632
481,05-08-2022,PROVISION OF PAINTER SERVICES IN THE EDINBURGH REGION,AUG455625,ocds-r6ebe6-0000690765,Historic Environment Scotland,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455625
482,05-08-2022,Award of 714_1062 - 3No New Forest Road Constructionss & Stone Production,AUG455624,ocds-r6ebe6-0000699596,Forestry and Land Scotland,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455624
483,05-08-2022,PS-22-130 - Provision of a Landscape Architect for the Moorfield Engineering Park (Phase 3) Project,AUG455623,ocds-r6ebe6-0000702403,East Ayrshire Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455623
484,05-08-2022,PS-22-129 - Provision of a Landscape Architect for the Ayrshire Manufacturing Investment Corridor (AMIC),AUG455622,ocds-r6ebe6-0000702400,East Ayrshire Council,26-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455622
485,05-08-2022,NHSGJ0094/22 Provision of Managed Service for NHS Golden Jubilee Orthopaedic Theatres,AUG455607,ocds-r6ebe6-0000702499,NHS Golden Jubilee,,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455607
486,05-08-2022,South ADP Advocacy Services,AUG455606,ocds-r6ebe6-0000701937,NHS Lanarkshire,12-Sep-22,21 Social and other Specific Services - Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455606
487,05-08-2022,Laser Scanning and Modelling Services,AUG455605,ocds-r6ebe6-0000666033,The City of Edinburgh Council,07-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455605
488,05-08-2022,License and Support Agreement for the Revenues and Benefits (Team Netsol) Self-Service Claims System,AUG455600,ocds-r6ebe6-0000700193,Scottish Borders Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455600
489,05-08-2022,External specialist services relating to non-domestic rates,AUG455599,ocds-r6ebe6-0000700453,The City of Edinburgh Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455599
490,05-08-2022,Provision of Specialist Roofing,AUG455593,ocds-r6ebe6-0000702485,West Dunbartonshire Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455593
491,05-08-2022,"CU/556/21 Steelwork & Cladding Works Package at Muiredge Industrial Estate, Buckhaven, Leven, KY8 1LJ",AUG455592,ocds-r6ebe6-0000702051,Fife Council,29-Aug-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455592
492,04-08-2022,Road Repairs Phase I at HMP Dumfries,AUG455574,ocds-r6ebe6-0000702464,Scottish Prison Service,,01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455574
493,04-08-2022,Peatland ACTION - Feasibility Study - FS61 - Soval Estate - Isle of Lewis - Outer Hebrides,AUG455572,ocds-r6ebe6-0000702417,Scottish Natural Heritage,02-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455572
494,04-08-2022,Peatland ACTION - Feasibility Study - FS66 - Margadale Hill Phase 1 - Islay - Argyll,AUG455571,ocds-r6ebe6-0000702461,Scottish Natural Heritage,02-Sep-22,02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455571
495,04-08-2022,Supply of Forensic Reference Standards & Quality Control Material,AUG455569,ocds-r6ebe6-0000702410,Scottish Police Authority,,01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455569
496,04-08-2022,EDC/2022/3420 Rapid Accommodation and Housing Support,AUG455568,ocds-r6ebe6-0000697336,East Dunbartonshire Council,26-Aug-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455568
497,04-08-2022,TEML41 Systems Support,AUG455567,ocds-r6ebe6-0000702472,Strathclyde Partnership for Transport (UTILITIES),,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455567
498,04-08-2022,Award of 516_0629 Hand Application of Fertiliser at Torrachilty Forest,AUG455565,ocds-r6ebe6-0000698399,Forestry and Land Scotland,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455565
499,04-08-2022,Project for Staircase Improvement Works at the Chancellor's Hall (2022),AUG455563,ocds-r6ebe6-0000702338,University of Strathclyde,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455563
500,04-08-2022,Subway Automatic Train Operation System,AUG455562,ocds-r6ebe6-0000702469,Strathclyde Partnership for Transport (UTILITIES),,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455562
501,04-08-2022,Main Contractor to Design Supply and Install Car Park Access Control and Revenue System,AUG455560,ocds-r6ebe6-0000672005,Strathclyde Partnership for Transport,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455560
502,04-08-2022,Design Technical and Professional Services Framework,AUG455559,ocds-r6ebe6-0000672095,Strathclyde Partnership for Transport,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455559
503,04-08-2022,Aberdeen City - Accommodation Based Housing Support Service,AUG455558,ocds-r6ebe6-0000702225,Aberdeen City Council,16-Sep-22,21 Social and other Specific Services - Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455558
504,04-08-2022,Bedding Plants for Planters and Hanging Baskets,AUG455557,ocds-r6ebe6-0000702081,Glasgow City Council,05-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455557
505,04-08-2022,Cremator Maintenance,AUG455556,ocds-r6ebe6-0000697922,Glasgow City Council,06-Sep-22,02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455556
506,04-08-2022,Home Delivery Period Products,AUG455555,ocds-r6ebe6-0000702459,Midlothian Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455555
507,04-08-2022,Mid & Fairfield House Cisco Switches,AUG455554,ocds-r6ebe6-0000702465,Midlothian Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455554
508,04-08-2022,OTN Support Works,AUG455553,ocds-r6ebe6-0000702170,Strathclyde Partnership for Transport (UTILITIES),,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455553
509,04-08-2022,Award of 18 tip-grit (SXL Heavy Vehicles Framework-Direct Award),AUG455551,ocds-r6ebe6-0000701985,East Lothian Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455551
510,04-08-2022,Award of SC2122-0134 Driver CPC Training,AUG455548,ocds-r6ebe6-0000693274,Stirling Council,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455548
511,04-08-2022,CBG200 - Supply and Delivery of Pressure Reducing Valves,AUG455546,ocds-r6ebe6-0000702414,City Building (Glasgow) LLP,,03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455546
512,04-08-2022,Firewall Licensing and Support,AUG455544,ocds-r6ebe6-0000702449,Midlothian Council,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455544
513,04-08-2022,"Supply of PPE (Personal Protective Equipment), Work Wear and Associated Services",AUG455542,ocds-r6ebe6-0000688927,Forth Valley College,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455542
514,04-08-2022,The Provision of Student Accommodation for Forth Valley College,AUG455541,ocds-r6ebe6-0000698254,Forth Valley College,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455541
515,04-08-2022,Dynamics 365 Support Services,AUG455540,ocds-r6ebe6-0000702413,Skills Development Scotland Co. Limited,,03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455540
516,04-08-2022,Award of QQ817_0166 Ride-on with remote control mower,AUG455532,ocds-r6ebe6-0000700476,Forestry and Land Scotland,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455532
517,04-08-2022,Award of 10 Gig Point to Point Circuit,AUG455530,ocds-r6ebe6-0000686293,NHS Fife,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455530
518,04-08-2022,Award of MDM- Mobile Consultancy,AUG455528,ocds-r6ebe6-0000700075,National Library of Scotland,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455528
519,04-08-2022,Award of Watercourse Clearance & Repair 2022,AUG455527,ocds-r6ebe6-0000700232,Angus Council,,Quick Quote Award,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG455527
