,0,1,2,3,4,5,6,7,url
86,19-08-2022,CC11389 - Independent Living Support Service for people employing or considering employing personal assistants,,Reference No:AUG456745,OCID:ocds-r6ebe6-0000703960,Published By:West Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456745
87,19-08-2022,CC11442 - Independent advocacy for Adults with Mental health and/or addictions issues,,Reference No:AUG456744,OCID:ocds-r6ebe6-0000703952,Published By:West Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456744
88,19-08-2022,Interferon Beta-1b (Extavia®),,Reference No:AUG456742,OCID:ocds-r6ebe6-0000703613,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:,Notice Type:20 Modification Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456742
89,19-08-2022,Interferon Beta-1a (Avonex®),,Reference No:AUG456741,OCID:ocds-r6ebe6-0000703601,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:,Notice Type:20 Modification Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456741
90,19-08-2022,Interferon Beta-1a (Rebif®),,Reference No:AUG456740,OCID:ocds-r6ebe6-0000703585,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:,Notice Type:20 Modification Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456740
91,19-08-2022,Cladribine (Mavenclad®),,Reference No:AUG456739,OCID:ocds-r6ebe6-0000703561,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:,Notice Type:20 Modification Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456739
92,19-08-2022,Glatiramer Injection,,Reference No:AUG456738,OCID:ocds-r6ebe6-0000702140,"Published By:The Common Services Agency (more commonly known as NHS National Services Scotland) (""NSS"")",Deadline Date:,Notice Type:20 Modification Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456738
93,19-08-2022,"Undertaking of Trees Safety Works, Condition Monitoring and Tree Safety Surveys on Fochabers Estate",,Reference No:AUG456736,OCID:ocds-r6ebe6-0000701588,Published By:Strutt & Parker,Deadline Date:15-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456736
94,19-08-2022,WLC (CC11674) - TMC for TR19 Cleaning of Ductwork and Ventilation Systems,,Reference No:AUG456735,OCID:ocds-r6ebe6-0000676755,Published By:West Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456735
95,19-08-2022,"Undertaking of Tree Safety Works, Condition Monitoring and Tree Safety Surveys on Glenlivet Estate",,Reference No:AUG456734,OCID:ocds-r6ebe6-0000703840,Published By:Crown Estate Scotland,Deadline Date:15-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456734
96,18-08-2022,Provision of HR IT System,,Reference No:AUG456725,OCID:ocds-r6ebe6-0000703937,Published By:Net Zero Technology Centre Limited,Deadline Date:05-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456725
97,18-08-2022,"Undertaking of Tree Safety Works, Condition Monitoring and Tree Safety Surveys - Applegirth Estate",,Reference No:AUG456723,OCID:ocds-r6ebe6-0000703880,Published By:Crown Estate Scotland,Deadline Date:15-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456723
98,18-08-2022,New Electrical Installation works DS3950913,,Reference No:AUG456721,OCID:ocds-r6ebe6-0000703927,Published By:Fife Council,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456721
99,18-08-2022,"Undertaking of Tree Safety Works, Condition Monitoring and Tree Safety Surveys - Whitehills Estate",,Reference No:AUG456720,OCID:ocds-r6ebe6-0000703893,Published By:Crown Estate Scotland,Deadline Date:15-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456720
100,18-08-2022,Provision of Archaeological Assessment Services,,Reference No:AUG456718,OCID:ocds-r6ebe6-0000703896,Published By:Orkney Islands Council,Deadline Date:09-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456718
101,18-08-2022,"WLC CC11670 - TMC for Passenger & Disabled Lifts; Installation, Repair and Servicing",,Reference No:AUG456717,OCID:ocds-r6ebe6-0000676710,Published By:West Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456717
102,18-08-2022,WLC 7 Local Bus Contracts - 12 months,,Reference No:AUG456715,OCID:ocds-r6ebe6-0000680382,Published By:West Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456715
103,18-08-2022,"CU/556/21 Render works Package at Muiredge Industrial Estate, Buckhaven, Leven",,Reference No:AUG456714,OCID:ocds-r6ebe6-0000703920,Published By:Fife Council,Deadline Date:29-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456714
104,18-08-2022,University of Dundee Steam Boilers & HTHW Water Treatment,,Reference No:AUG456708,OCID:ocds-r6ebe6-0000690887,Published By:University of Dundee,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456708
105,18-08-2022,Fire Risk Assessments,,Reference No:AUG456707,OCID:ocds-r6ebe6-0000703913,Published By:Dumfries and Galloway Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456707
106,18-08-2022,AA-14-22-DA Blood Glucose Testing Fully Managed Service,,Reference No:AUG456703,OCID:ocds-r6ebe6-0000702874,Published By:NHS Ayrshire & Arran,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456703
107,18-08-2022,HEPA Air Purifier and Particle Sensor,,Reference No:AUG456702,OCID:ocds-r6ebe6-0000700751,Published By:University of St Andrews,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456702
108,18-08-2022,ABERDEENSHIRE SLURRY SEAL WORKS 2022-23,,Reference No:AUG456701,OCID:ocds-r6ebe6-0000699888,Published By:Aberdeenshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456701
109,18-08-2022,Heritage Repairs @ Culross Abbey Burial Grounds,,Reference No:AUG456699,OCID:ocds-r6ebe6-0000703908,Published By:Fife Council,Deadline Date:02-Sep-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456699
110,18-08-2022,Provision of ServiceNow (SNOW Support),,Reference No:AUG456698,OCID:ocds-r6ebe6-0000703041,Published By:North Lanarkshire Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456698
111,18-08-2022,Evaluation of ENRA 2022-27 Research Programme Commissioning Process,,Reference No:AUG456694,OCID:ocds-r6ebe6-0000698345,Published By:Scottish Government,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456694
112,18-08-2022,PROVISION OF CLOSED CYCLE OPTICAL MICROSCOPY CRYOSTATS,,Reference No:AUG456691,OCID:ocds-r6ebe6-0000703779,Published By:University of Glasgow,Deadline Date:20-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456691
113,18-08-2022,IRR Building Shelving System,,Reference No:AUG456690,OCID:ocds-r6ebe6-0000701465,Published By:University Of Edinburgh,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456690
114,18-08-2022,WLC Bathville Groundworks,,Reference No:AUG456688,OCID:ocds-r6ebe6-0000692483,Published By:West Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456688
115,18-08-2022,3D Polymer Printer,,Reference No:AUG456685,OCID:ocds-r6ebe6-0000703885,Published By:Dumfries and Galloway Council,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456685
116,18-08-2022,Award of IT Helpdesk and Support Role,,Reference No:AUG456683,OCID:ocds-r6ebe6-0000703544,Published By:Scottish Parliamentary Corporate Body,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456683
117,18-08-2022,Award of IT Helpdesk and Support Role,,Reference No:AUG456682,OCID:ocds-r6ebe6-0000703542,Published By:Scottish Parliamentary Corporate Body,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456682
118,18-08-2022,Award of IT Helpdesk and Support Role,,Reference No:AUG456681,OCID:ocds-r6ebe6-0000703537,Published By:Scottish Parliamentary Corporate Body,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456681
119,18-08-2022,WLC Inveralmond CHS Roofing Works Phase 3,,Reference No:AUG456678,OCID:ocds-r6ebe6-0000689678,Published By:West Lothian Council,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456678
120,18-08-2022,Award of a Contract for Rental of Office Equipment,,Reference No:AUG456677,OCID:ocds-r6ebe6-0000703831,Published By:Heriot-Watt University,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456677
121,18-08-2022,Maintenance of Medical Gas Piped Systems,,Reference No:AUG456672,OCID:ocds-r6ebe6-0000690978,Published By:NHS Grampian,Deadline Date:,Notice Type:03 Contract Award Notice - Successful Supplier(s),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456672
122,18-08-2022,CE-80-21 - Residential Short Breaks and Out of School including School Holiday Activity Service for Children with Disabilities,,Reference No:AUG456666,OCID:ocds-r6ebe6-0000703870,Published By:South Ayrshire Council,Deadline Date:28-Sep-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456666
123,18-08-2022,Implementation plan for the translation of a robotic research prototype to ISO13485 regulatory approved medical device status.,,Reference No:AUG456665,OCID:ocds-r6ebe6-0000703833,Published By:University Of Edinburgh,Deadline Date:,Notice Type:15 Voluntary ex ante Transparency (VEAT) Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456665
124,18-08-2022,Construction and Trades Sub Contractor Framework,,Reference No:AUG456664,OCID:ocds-r6ebe6-0000659301,Published By:City Building (Glasgow) LLP,Deadline Date:03-Oct-22,Notice Type:02 Contract Notice,https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456664
125,18-08-2022,Internet of Things Smoke Alarms and Intruder Detection (IDS),,Reference No:AUG456663,OCID:ocds-r6ebe6-0000702661,Published By:Highlands and Islands Airports Limited,Deadline Date:,Notice Type:01 Prior Information Notices (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456663
126,18-08-2022,Provision of Autonomous Vehicle,,Reference No:AUG456656,OCID:ocds-r6ebe6-0000667488,Published By:Highlands and Islands Transport Partnership (HITRANS),Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456656
127,18-08-2022,Trend building energy management system (BEMS) Maintenance - Central Area,,Reference No:AUG456649,OCID:ocds-r6ebe6-0000703849,Published By:University Of Edinburgh,Deadline Date:,Notice Type:01 Prior Information Notice (PIN),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456649
128,18-08-2022,CE-80-21 - Residential Short Breaks and Out of School including School Holiday Activity Service for Children with Disabilities,,Reference No:AUG456648,OCID:ocds-r6ebe6-0000703848,Published By:South Ayrshire Council,Deadline Date:17-Aug-22,Notice Type:02 Contract Notice (below OJEU threshold or call offs of any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456648
129,18-08-2022,Operator of Autonomous Vehicle,,Reference No:AUG456647,OCID:ocds-r6ebe6-0000682598,Published By:Highlands and Islands Transport Partnership (HITRANS),Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456647
130,18-08-2022,2584-S - Consultancy for AMIDS Marketing Plan,,Reference No:AUG456644,OCID:ocds-r6ebe6-0000703843,Published By:Centre for Process Innovation Limited,Deadline Date:,Notice Type:03 Contract Award Notice (below OJEU threshold) or call off from a framework (any value),https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456644
